香港,#genre#
三立台湾,https://cchls.aniu.tv/live/FHlQU1EGGnW5Ns4AZZlMlKV0RrYuUW.flv
三立综合,https://cchls.aniu.tv/live/XW5FWWzwWnXsEeBozpKXshkTLYopAk.flv
三立戏剧,
三立都会,https://cchls.aniu.tv/live/ugYAH3P7MmqfmxXRb7pqvZKgl8Fa9X.flv
东森综合,https://cchls.aniu.tv/live/VyM8ESCe9vtxUsnkQI95qKVxTmAopq.flv
东森戏剧,
东森Yoyo,https://cchls.aniu.tv/live/GW218NY8hvvGe3mGOQfDXG7QlGPYxL.flv
东森洋片,
东森中国,https://cchls.aniu.tv/live/SpAZBTbu3QJ5ZvwmNLYDlemOCO2fhg.flv
东森财经,https://cchls.aniu.tv/live/YhKPPExDIM4CJH0TXcg75g1TjGcaQ6.flv
纬来综合,https://cchls.aniu.tv/live/Ggu2NjWX8m7N0gyNr2Dr8PYBt69x9t.flv
纬来育乐,https://cchls.aniu.tv/live/sFn3MykF2G4NmsTnRHjVQzvUTKA3Y2.flv
纬来戏剧,https://cchls.aniu.tv/live/kgStdOeUlVy8L6JFIh3ovqmNw9Z6QF.flv
纬来体育,https://cchls.aniu.tv/live/x8FYGx8TUR6vmflJNxQGSSkvZ3b4hS.flv
纬来日本,https://cchls.aniu.tv/live/BAT88Uy9k3g9on8WNy9gVCq1k30Irl.flv
纬来电影,https://cchls.aniu.tv/live/XoCrxm1bx7XBAA0iKSvTvO9s9EruvX.flv
纬来精采,
JET综合,https://cchls.aniu.tv/live/amGjwhfpkfVeHxpflBeKNHI7YtUWWI.flv
靖洋卡通,https://cchls.aniu.tv/live/CLFoS04Mufh2VGqv6nh7OGQi7sbwU7.flv
靖天国际,https://cchls.aniu.tv/live/b5m7F29NRXzkbMCdRO7B7aGk4ZBw0o.flv
靖天卡通,https://cchls.aniu.tv/live/JHchYtQP28WnyIzE8m3950lSr5Eraj.flv
靖天综合,https://cchls.aniu.tv/live/paLUfAsDg2GdEWqPOJS9aP8vr34mk3.flv
靖天欢乐,https://cchls.aniu.tv/live/wltjGFD7XJHZd2bIKWzxd4DFGWyVOG.flv
靖天映画,https://cchls.aniu.tv/live/hPjwF6HNDTPOT1pS44MhglzVOTsHMT.flv
靖天戏剧,https://cchls.aniu.tv/live/UQgJ2XL4ClNfEI4zQHvXtlojEt5pSP.flv
靖天育乐,https://cchls.aniu.tv/live/oDwPZY4U9l4Hc5Rh0BJds06bqDCKcI.flv
靖天资讯,https://cchls.aniu.tv/live/EvzTVl0FgXy4YoQqXcHHYkzDglh3RL.flv
靖天日本,https://cchls.aniu.tv/live/REGAKuRw0rMgEM8A3JknRTVmlzEzDh.flv
邵氏电影,https://cchls.aniu.tv/live/W4pzlL9y6jxJ14dPkK3ncmgXGTlLcZ.flv
邵氏武侠,https://cchls.aniu.tv/live/1rIiMrxYkF2FXldVbqZxzwg3O4dCz5.flv
昆仑剧场,https://cchls.aniu.tv/live/qPtPQF9C5NXvHZkRxDFwwql8TpiKC1.flv
长江剧场,https://cchls.aniu.tv/live/VC7frV63wYT0LDXcySThRWUynsfXa8.flv
HBO_HD,https://cchls.aniu.tv/live/0Y13hSxfRYurr6OhsngQS5j4RvfDd7.flv
HBOSignature,https://cchls.aniu.tv/live/yZ6XyduWSsr229bYL3RgmMr1dyEkNz.flv
HBOHits,https://cchls.aniu.tv/live/dDCxg4R8q9gqueExsSOYuINlSmL9VO.flv
HBO family,https://cchls.aniu.tv/live/4Dmf76Fzl1g03ew7kpGjz19ZpvrQS4.flv
小公视,https://cchls.aniu.tv/live/k0v7S2lZHaN5w3uSeTYGfkUOr7QiFc.flv
中視經典,https://cchls.aniu.tv/live/wvZ4VtcfYXS7mVolvpD6eJlMMEFXgb.flv
中視菁采,https://cchls.aniu.tv/live/hD8ReFY83eIQBSUhl4LGZSHju37iBb.flv
華視教育,https://cchls.aniu.tv/live/Tl8Lqt96JLtnBtnnIgLg1JO6avge1K.flv
采昌影劇,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/qtFOAqBJzsDhpSXMnfQaiIlWJBgWXS.flv
MCE电影,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/32SHrFv5TiYZMqnbi1OuJzWDYCKWEm.flv
公視戲劇,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/XxkHE8zBUTWT4NLyojZ9UoDYuaw8yu.flv
CRIME+,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/t3vFTFPcnmviGTRs3B7OkMaRbOqNV7.flv
amc电影,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/AVZWpXWlCFXQOX6LwiVwIWDwUMfI1n.flv
CINEMAX,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/aHBo7PYhTVMlLuy8Rd6eUlqli0rHoz.flv
ROCK Entertainment,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/2bnqw15SXlfMtrFf7OV8XoNu46X1BF.flv
NickJr,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/CSEYWIPHQMZC0c9iEBBLT35fhkzpxQ.flv
Nickelodeon,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/vGDOyMBGKcsVKLMrjug3PQ2kRhDuXA.flv
經典卡通,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/MukdU86SS9KoHB2iYqtFnehbU1gLF4.flv
精選動漫,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/RObeJvmw4htOQK9SS24Pl0hbk3gMHt.flv
HITS頻道,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/tO7fJoyLgGrOzKeU7OSAKmXqzAFBK9.flv
LUXE TV,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/w6lwaqhr0TEFO8XMYBbb00KsTWbnwG.flv
影迷數位紀實,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/D8LHb6TWKl9yEhEe4fsMu247z89i35.flv
MagellanTV頻道,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/n9Vmu86DnB3aUTnwDKG2sXnYiYxBCK.flv
TV5MONDE_STYLE 生活時尚,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/nWzzu1BaerjCeyYzMqwIKVZpErpLnz.flv
CNEX視納華仁紀實,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/57jKz2Ra0q38nU7UYEVMOKqvXsyIp4.flv
CinemaWorld,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/tYwhpO8ED34iW6BGrSPqxEuXORnvnE.flv
Lifetime 娛樂頻道,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/6s5YKgTHdvJRTvgpXLPkkiVN7S8SIV.flv
Global Trekker,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/vyWwY0wSgbc9OldQmOjvP2AOKfwIli.flv
Bloomberg TV,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/hXQGOVRnfJqGVUO2DhbKYHmZQPfKdr.flv
豬哥亮歌廳秀,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/ljyLi1WRxnPCJXgeepwxzn5NFjn3HR.flv
ELTV生活英語,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/2rVjquNC9B4yEMllYtefg9s0NsBXNV.flv
LiveABC互動英語,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/etBofT29FCWXQmVaCEdGAYAxxVlbTK.flv
TRACE Sport Stars,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/41hZrCx1fuoLmS3cd7o6KTmSnFlkhz.flv
亞洲旅遊,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/FPdpE0DfLJY5tLUKLqDQx6jAfDzkKJ.flv
HISTORY历史,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/XKLpyzdbzpX8RkREM6MsPS3obAJ4SY.flv
幸福空間居家,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/Wwq0lb3xvqin58d5VUvinHMpaC8Mpc.flv
DaVinci達文西頻道,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/5OG5HwgQvH9snDPnuEvXXpVbvu4xNP.flv
滾動力rollor,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/q8D6A455XoO0KdYDj4yiw1vjoq5PKB.flv
時尚運動X,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/codsDZqEVEIDRYrCTNy6pvU5CBUnkc.flv
GINX Esports TV,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/L8yMzfjqkVJ2PcX4h750QMt7nSVhAI.flv
Pet Club TV,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/GNQjELW4DerKFAYrNusLPVUb0M8NKn.flv
Love Nature,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/N3WMqNib5flITAXPAyvtSCPloEOUKU.flv
NHK WORLD-JAPAN,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/eb0cZNDnUMgstiOv92RVq1J4nTPyff.flv
FRANCE24,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/JvNpjDPp6APm9h1TpMr1dNeiRpSO6u.flv
半島國際新聞,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/3xZProRAdgweYnBYNAPtsbvxubtX64.flv
哆啦A夢,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/aev4W4LkFeTUwkdkNUaSqVBTdDvcXg.flv
天才衝衝衝,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/LuZwgsmZSIdn16blWkwyF95hfoRabw.flv
懷舊經典電影,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/cphfYGwYAvoyKCjEsYK2L166PF6ztx.flv
葉青歌仔戲,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/1OPImPjBpcrxGUHKLXbGnnS0rGPKyb.flv
环游世界800天,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/ezgSzgpNcXsufbrn8tLOrrR4JSdcPG.flv
壹电影,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/lh82aN75k7ip8E8fTgpnOBqhfwUAJL.flv
中天新闻,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/avQk8UkDEP6GKNLAbjCedNYNxBqdhO.flv
經典迪士尼,http://128.14.206.166/pull-f5-mptcp.flive.douyincdn.com/live/RdWm3OjfN3SsMRKUlBgImREdfEXmdB.flv
大陆,#genre#
CCTV4,https://csypull.dev.swlive.cn/live/HEn5LvEpmDIRJR8J3vMzLdtHdfnbqp.flv
CCTV5,https://csypull.dev.swlive.cn/live/iyswS1Cl7jV6VlElFyCciwGFZoxdho.flv
CCTV6,https://csypull.dev.swlive.cn/live/RYf6b8wqw0fc3Y1aczqkmLxwNWvicu.flv
CCTV7,https://csypull.dev.swlive.cn/live/W4hMweILmjUywOuAX69T9OM9hrZfTs.flv
CCTV8,https://csypull.dev.swlive.cn/live/d35fVQLnSOXzkdyBuOujnYTlnpfBg4.flv
CCTV9,https://csypull.dev.swlive.cn/live/I2NSV1lydt8ZbroU9oYoec7DWuYq7d.flv
CCTV10,https://csypull.dev.swlive.cn/live/SqaBxNEIsWYC27yztWe5JL6hUGvx1i.flv
CCTV11,https://csypull.dev.swlive.cn/live/x1pplbdPLAcu8kTYbfi2J4iBofHmcN.flv
CCTV12,
CCTV13,https://csypull.dev.swlive.cn/live/TvEGqY110zzQJK4jnXBhFd0iYfK2gP.flv
CCTV14,https://csypull.dev.swlive.cn/live/o7HivdrT3hhOy3d38pEDrhBDJlkFc5.flv
CCTV15,
CCTV16,https://csypull.dev.swlive.cn/live/4PJSlaM8EZGgnh7Tmsly4JYS8twZFt.flv
CCTV17,https://csypull.dev.swlive.cn/live/RytwoBhN7QEQ863UbCUNIs3q167AvF.flv
CCTV1,https://csypull.dev.swlive.cn/live/tuAh0bbJ5GsC9xnKtHrtOTaUIvclbh.flv
CCTV2,https://csypull.dev.swlive.cn/live/HjBCYHJJm51H4OVMXzbanVAotjOOGR.flv
CCTV3,https://csypull.dev.swlive.cn/live/JYFVaSAy7UEmJ1jiDxo5Z9Pkjw4Flb.flv
CCTV5+,https://csypull.dev.swlive.cn/live/p1q1VPE5Dt6mVZjrBERTc6FZtswnlG.flv
广东卫视,
深圳卫视,https://csypull.dev.swlive.cn/live/8qE6xupHBUTDYPeo8qHVpPZNZM4WAh.flv
大湾区卫视,
北京卫视,
湖南卫视,https://csypull.dev.swlive.cn/live/EByIyoeM0fnK8dUdnp7YSFsSR0A7sH.flv
湖北卫视,https://csypull.dev.swlive.cn/live/RtHnzs18SpxmU5F9hkTZNNNkwoLHE9.flv
东方卫视,
东南卫视,
重庆卫视,
天津卫视,https://csypull.dev.swlive.cn/live/Zk1r55gSwQumFWn0WrqErIyFTULVDX.flv
广西卫视,
江苏卫视,
江西卫视,https://csypull.dev.swlive.cn/live/EDsit1MquH8sWbJvGpociF3tfYozsK.flv
安徽卫视,
浙江卫视,https://csypull.dev.swlive.cn/live/QJAcjuO5u1OPstSFIXd0Z7boswM9jN.flv
